facility_name,facility_code,facility_type,latitude,longitude,admin1,status,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Enaibor Ajijik Dispensary,14454,Dispensary,-0.77156,36.16754,Narok,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Francis Medical Clinic,29410,Medical Clinic,-0.17802,36.23413,Nyandarua,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyanturago Health Centre,18446,Basic Health Centre,-0.65065,34.94147,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Oasis Maternity and Nursing Home,23702,Primary care hospitals,-0.757934,35.014999,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Eturungi Dispensary,24802,Dispensary,-0.630172,35.010877,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jemo Medical Center,24803,Medical Center,-0.763154,35.016643,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyamokenye Dispensary,24012,Dispensary,-0.48812,34.90866,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matutu Dispensary,13794,Dispensary,-0.73688,35.0272,Nyamira,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Testimony Medical Clinic,23512,Medical Clinic,0.3121927,34.58429169,Kakamega,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kheyber Medical Centre,30967,Medical Center,-1.273494,36.8448104,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Aguthi Dispensary,10017,Dispensary,-0.54185,37.02399,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njoguini Dispensary,10883,Dispensary,-0.40347,36.86722,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bogwendo Health Centre(Manga),13504,Basic Health Centre,-0.64391,34.89357,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyamira Adventist Health Centre,13911,Basic Health Centre,-0.57212,34.93415,Nyamira,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Mother Teresa Health Care,30951,Medical Center,-0.711646,34.748853,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Takaywa Dispensary,20362,Dispensary,1.37527,35.69309,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Norah's Clinc,14122,Medical Clinic,-0.5627,34.97295,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Amatierio Health Centre,13475,Basic Health Centre,-0.59578,34.96479,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Ruth Clinic,14125,Medical Clinic,-0.61233,35.02924,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Alfa Clinic,16256,Medical Clinic,-0.82872,35.02643,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St. John'S Nyabite,17036,Medical Clinic,-0.54529,34.92065,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyansiongo Nursing Home,13937,Basic Health Centre,-0.76235,35.01563,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Summit MC (Chepilat),23159,Medical Clinic,-0.68654,35.05121,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chepilat Medical Centre,16869,Medical Clinic,-0.694528,35.05123,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kipkebe Health Centre,13698,Basic Health Centre,-0.64894,35.04792,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gladwell Community Health Services,10022,Medical Clinic,-0.49212,36.96777,Nyeri,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kagioini Catholic Dispensary,18227,Dispensary,-0.49733,36.90517,Nyeri,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Eronge Health Centre,13547,Basic Health Centre,-0.84253,35.02923,Nyamira,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Royal Clinic,17732,Medical Clinic,-0.694598,35.05416,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyamatwoni Dispensary,18295,Dispensary,-0.61431,34.65241,Kisii,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Thageini Dispensary,20693,Dispensary,-0.50918,37.04658,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Beyond Zero (Nyamira),21352,Dispensary,-0.55751,34.92974,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kinara Hospital,13913,Primary care hospitals,-0.58083,34.93544,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mokomoni Health Centre,13820,Basic Health Centre,-0.61615,35.02502,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gathaithi Nyeri Dispensary,20952,Dispensary,-0.50953,37.00607,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Borabu Nursing Home,13510,Comprehensive Health Centre,-0.75647,35.0168,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sotik Highlands Dispensary,14100,Dispensary,-0.58546,35.05137,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiandu Medical Clinic,10553,Medical Clinic,-0.49026,36.96921,Nyeri,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zaina Dispensary,11189,Dispensary,-0.42897,36.84888,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Keriwok Dispensary,26303,Dispensary,0.742047,36.055604,Baringo,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Good Samaritan Catholic Mission Hospital- Tangulbei,14473,Primary care hospitals,0.80957,36.2872,Baringo,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Noosukuro Dispensary (Baringo),30953,Dispensary,0.55999995,36.13038,Baringo,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nariemeto Dispensary,25418,Dispensary,3.7745604,34.7308575,Turkana,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Soy Medical Clinic (Likuyani),27153,Medical Clinic,0.6955428,35.153093,Kakamega,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Turasha Dispensary,11126,Dispensary,-0.49969,36.45238,Nyandarua,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Presty Health Care Centre,28130,Medical Clinic,-0.574029,34.361427,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntha Clinic,12672,Medical Clinic,-0.35573,37.66688,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Viagenco Medical Centre,14167,Medical Clinic,-0.4747,34.28649,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ichagachiru Dispensary,10331,Dispensary,-0.44817,36.86432,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mitunguu Medical Center (Marimanti Branch),28571,Medical Center,-0.1484419,37.96571267,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiamuchii Dispensary,12273,Dispensary,-0.38966,37.70472,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamarandi Dispensary,18775,Dispensary,-0.381862,37.89953,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kabururu Dispensary,17766,Dispensary,-0.40707,37.77733,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiandere Dispensary,10552,Dispensary,-0.45406,36.90757,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kirurumi Dispensary,10638,Dispensary,-0.43948,36.85443,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rukurini Dispensary,21852,Dispensary,-0.0756896,37.9717565,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tumbura Dispensary,21853,Dispensary,-0.043077,37.966361,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkondi Health Centre,12665,Basic Health Centre,-0.04122,37.95691,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
CFW Cheera,22160,Medical Clinic,-0.37207,37.68429999,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gatunga Health Centre,12034,Basic Health Centre,-0.26566,37.9423,Tharaka Nithi,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Azimio Medical Clinic (Meru South),11938,Medical Clinic,-0.35511,37.66638,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Weru Dispensary (Mariani),12845,Dispensary,-0.36335,37.7133,Tharaka Nithi,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndugamano Dispensary,10836,Dispensary,-0.49065,36.89062,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Lucy's Hospital,12758,Primary care hospitals,-0.32092,37.66036,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mbonzuki Dispensary,12506,Dispensary,-0.81097,37.34571,Embu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marimanti Sub County Hospital,12795,Primary care hospitals,-0.15802,37.97501,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Embu Children Clinic Tenri -makima,25212,Dispensary,-0.7486683,37.4250733,Embu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ortum Mission Hospital,15446,Primary care hospitals,1.43746,35.35484,West Pokot,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamweli Dispensary,20509,Dispensary,-0.775768,37.298908,Embu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Iruma Dispensary,21816,Dispensary,-0.2184894,37.6843582,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rusinga Island of Hope Humanist Health Centre,17594,Medical Clinic,-0.42356,34.14039,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Mary's Health Centre (Mbita),14119,Basic Health Centre,-0.4365,34.20394,Homa Bay,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Muyafwa Dispensary,21040,Dispensary,0.3386796,34.1591805,Busia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Homa Clinic,13605,Medical Clinic,-0.53108,34.45724,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyawawa Health Centre,19863,Basic Health Centre,-0.65,34.6,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Homa Lime Health Centre,13607,Basic Health Centre,-0.43037,34.55277,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mirogi Health Centre,13813,Basic Health Centre,-0.69962,34.38402,Homa Bay,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Roadblock Clinic,14056,Medical Clinic,-0.72947,34.36915,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Asumbi Girls Medical Clinic,24681,Medical Clinic,-0.62019,34.61464,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chuka Cottage Hospital,11972,Primary care hospitals,-0.33657,37.64737,Tharaka Nithi,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyagani Dispensary,12683,Dispensary,-0.28128,37.64214,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kanyambo Dispensary,26226,Dispensary,-0.021778,38.0735969,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Carlifonia Medical Centre,25081,Medical Center,-0.623661,34.502012,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njoguni Dispensary,23723,Dispensary,0.0645967,37.9998363,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Joy Medical Clinic ( Chuka),19952,Medical Clinic,-0.33547,37.64641,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Karaa Dispensay,23067,Dispensary,-0.248866,37.626339,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Oriang (Sda) Health Centre,16284,Basic Health Centre,-0.39968,34.62755,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Iriga Dispensary,12092,Dispensary,-0.26937,37.61466,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kipasi  Health Centre,22478,Basic Health Centre,-0.513474,34.364342,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndumbini Dispensary,20349,Dispensary,-0.30491,37.72449,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mumbuni Dispensary (Maara),12570,Dispensary,-0.27941,37.74216,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Joy Community Nursing Services,30948,Medical Clinic,-0.509461,37.0403015,Nyeri,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamwangu Dispensary,21895,Dispensary,-0.296349,37.793311,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gaena,22492,Medical Clinic,-0.72412,34.37872,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chamunga Dispensary,21900,Dispensary,-0.278913,37.692372,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
MAMAS NURSING HOME,22695,Basic Health Centre,-0.82454,34.38542,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Campel Medical Centre,25589,Medical Center,-0.7567689,37.4333456,Embu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Agakhan Medical Centre,26801,Medical Clinic,-0.525553,34.457722,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kimathi Medical Services -Karaba,26755,Nursing and Maternity Home,-0.7698622,37.3663242,Embu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Karaba Wango Dispensary,12194,Dispensary,-0.77197,37.66172,Embu,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Karambani Dispensary,23724,Dispensary,0.0344081,37.9494451,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
