facility_name,facility_code,facility_type,latitude,longitude,admin1,status,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Al Ahli Nursing Home,28550,Nursing Homes,3.9287781,41.22933669,Mandera,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kegonga Sub County Hospital,13663,Primary care hospitals,-1.25857,34.65273,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makararangwe Dispensary,13758,Dispensary,-1.33429,34.656085,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Taragai Dispensary,14143,Dispensary,-1.28725,34.69593,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kebaroti Dispensary,13659,Dispensary,-1.31874,34.62582,Migori,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gairoro Dispensary,13556,Dispensary,-1.35283,34.71026,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sembe Dispensary,28561,Dispensary,-4.063709,39.435592,Kwale,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gosebe Dispensary,20959,Dispensary,-1.23522,34.53889,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wima Hospital,24235,Primary care hospitals,-1.26352,34.65311,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyaroha Dispensary,22121,Dispensary,-1.29713,34.59834,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ovi Children' Hospital,24297,Medical Center,-1.075985,34.477643,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntimaru Medicare Services,26363,Nursing Homes,-1.33881,34.68773,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyabikongori Medical Centre,27931,Medical Center,-1.258701,34.611421,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lifescope Medical Center,25244,Medical Clinic,-1.06416,34.47555,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Siabai Makonge Dispensary,14079,Dispensary,-1.333476,34.70867,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hashi Medical Centre Limited (Migori),25017,Medical Center,-1.065551,34.473818,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyamagongwi Dispensary,22110,Dispensary,-1.25868,34.68419,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Getambwega Dispensary,13565,Dispensary,-1.27715,34.58601,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamagambo Sda Dispenasry,13649,Dispensary,-0.73766,34.6234,Migori,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kochola Dispensary,20134,Dispensary,-0.70786,34.56271,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngodhe Dispensary,13853,Dispensary,-0.71103,34.54157,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Minyenya Health Centre,13809,Basic Health Centre,-0.69214,34.6198,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngere Health Centre,13850,Basic Health Centre,-0.75643,34.57661,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kitere  Health Centre,17341,Basic Health Centre,-0.8333333,34.5912452,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kate Dispensary,17668,Dispensary,3.44,38.9703,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalacha Sub County Referral Hospital (Chalbi),12142,Primary care hospitals,3.12688,37.42475,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Butiye Dispensary,11958,Dispensary,3.50979,39.05478,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Golole Dispensary,12051,Dispensary,3.59146,38.58318,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ambalo Dispensary,11927,Dispensary,3.03433,38.75968,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maikona Health Centre,20522,Basic Health Centre,2.9343657,37.6379414,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Likbarrakah Likoni Medical Clinic,28565,Medical Clinic,-4.09145,39.658949,Mombasa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kenya Ports Authority Staff Clinic,18212,Dispensary,-4.05002,39.65028,Mombasa,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kisiwani Vct,19628,VCT,-4.04794,39.66779,Mombasa,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tudor Healthcare Services (Mikindani),19069,Medical Clinic,-4.00333,39.62938,Mombasa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jocham Hospital,11434,Primary care hospitals,-4.01999999,39.68200001,Mombasa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Beyond Scope Hospital,25717,Primary care hospitals,-4.0206362,39.687144,Mombasa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Keeping Alive Society Hope,20700,Medical Clinic,-0.083021,34.776415,Kisumu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Uran Health Centre,12828,Basic Health Centre,3.60163,38.52375,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Busle Nursing Home,23244,Comprehensive Health Centre,3.939851,41.801984,Mandera,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rawana Dispensary,18424,Dispensary,3.34738,38.47037,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Badan-Rero Dispensary,18423,Dispensary,2.76014,38.9009,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Afya Bora Medical Clinic (Muchagara),10007,Medical Clinic,-0.46852,37.36062,Kirinyaga,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Garlands Medical Centre,28533,Medical Center,-1.3966896,36.7493909,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Miu Dispensary,17613,Dispensary,-1.33808,37.40988,Machakos,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ele Dimtu Dispensary,25231,Dispensary,3.608441,38.1319563,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Anona Dispensary,11930,Dispensary,3.59256,38.62391,Marsabit,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ultimate Dental Centre,28543,Dental Clinic,-1.25241884,36.6657464,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Vima Royal Healthcare,28538,Medical Clinic,-2.705848,38.047732,Makueni,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dziriphe Dispensary,28539,Dispensary,-4.59264,39.16682,Kwale,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Apex Special Clinics And Wellness Centre,28525,Nursing and Maternity Home,3.93301,41.2152,Mandera,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zimmerman Pickens Dispensary,28537,Dispensary,-1.200733,36.878403,Nairobi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lake Dental Clinic,28532,Dental Clinic,-0.1006,34.75086,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kmtc Clinic-Kisumu Campus,25959,Medical Clinic,-0.0855594,34.7745408,Kisumu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gods Will Clinic,13586,Medical Clinic,-0.127466,34.750616,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Eskot Dispensary,20847,Dispensary,0.39654,38.34946,Isiolo,Non-Operational,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
God Agulu,28520,Basic Health Centre,-0.543902,34.675892,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Imbo Health Centre,28506,Basic Health Centre,-0.595421,34.534269,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
God Agak Health Centre,28512,Basic Health Centre,-0.5010001,34.8536,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Restore Hospital,28542,Nursing Homes,-1.3448192,36.7349973,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Elephant Dental South C Clinic,28508,Dental Clinic,-1.3129941,36.8266138,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Busho Dispensary,28483,Dispensary,-3.909114,39.058988,Kwale,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dove Dental,28518,Dental Clinic,-1.030407,37.0713902,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Leal Community Clinic,28495,Medical Clinic,-0.129029,34.623374,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dudu Health Centre,28496,Basic Health Centre,-0.4847,34.8711,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Haven Park Medical,26787,Medical Clinic,-1.2371405,36.9341136,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kipsangui Health Centre,28478,Basic Health Centre,0.73413,35.26447,Uasin Gishu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sergoik Dispensary,28477,Dispensary,0.676219,35.201679,Uasin Gishu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibore Dispensary,28485,Dispensary,0.2145718,37.7959925,Meru,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
National Tuberculosis Reference Laboratory,28341,Laboratory,-1.2995058,36.804597,Nairobi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Reale Hospital Clinic Kitale,28469,Medical Clinic,1.0156728,35.0026987,Trans Nzoia,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Spring Medical Clinic,28471,Medical Clinic,0.364707,35.34954,Uasin Gishu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Babra Medical Clinic,28472,Medical Clinic,0.472313,35.29435,Uasin Gishu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Humpton Medical Clinic,28487,Medical Clinic,-1.29163,36.97746001,Machakos,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Golden Medical Clinic-Mlolongo,28491,Medical Clinic,-1.3945622,36.9419103,Machakos,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bomet Satellite Blood Transfusion Centre(Sbtc),28480,Blood Bank,-0.86032,35.39066,Bomet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamorliban Dispensary,28461,Dispensary,3.1483243,41.2105409,Mandera,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Golden Maxima Nyacaba Medical Centre,28462,Medical Clinic,-1.029974,37.00561,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St.Bridget Hospital-Kiambu,28457,Primary care hospitals,-1.164262,36.821865,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mother Francesca Rubatto Medical Center,28451,Medical Clinic,-0.2536613,35.997908,Nakuru,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mirema Cottage Hospital,28438,Nursing Homes,-1.211302,36.887699,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Philadelphia Medical Clinic Lailuba,28441,Medical Clinic,0.2457742,37.7460983,Meru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bethesda Health Care Services Company Limited,28437,Primary care hospitals,0.10277,35.17553,Nandi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Advance Care Dental Centre,28433,Dental Clinic,-0.084958,34.769501,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
West Pokot Blood Transfusion Centre,28434,Laboratory,1.255585,35.09475,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Palma Medical Centre,28425,Medical Clinic,-0.093918,34.469813,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Muthuri Health Services,28426,Medical Clinic,-3.2316385,40.11374,Kilifi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Motire occupational safety and health solutions,28429,Laboratory,-1.0411077,37.0718485,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kabiyet Sub County Hospital,14623,Primary care hospitals,0.40515,35.08472,Nandi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Osim Medical Centre ( Kiserian ),25614,Medical Clinic,-1.4384608,36.6871268,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ryattah Medical Centre,28422,Medical Clinic,-3.3874512,37.6753627,Taita Taveta,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Reposes Health Services,28414,Medical Clinic,-1.12735,36.98203,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Optex Opticians,28416,Medical Clinic,-0.659191,34.771384,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsunza Medical Centre,20513,Medical Clinic,-4.05765,39.55822,Kwale,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lusigetti Sub-County Hospital,10666,Primary care hospitals,-1.28224,36.61255,Kiambu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Transami Medical Centre2,24651,Medical Clinic,-1.2710505,36.9368859,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Afya Bora Medical Clinic (Nyeri South),10008,Medical Clinic,-0.5575122,37.0574273,Nyeri,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-011321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
