facility_name,facility_code,facility_type,latitude,longitude,admin1,status,country,ownership,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Gika Clinic,LL040420,Clinic,-13.8965,33.76435,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Girach,BT240422,Hospital,-15.78721,35.00488,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Glenorchy,MU210423,Clinic,-15.9833,35.48386,South West Zone,Non-functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
GM Opticals,BT240424,Clinic,-15,35,South East Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gobede,LL040425,Clinic,-14.13588,33.94554,Centrals West Zone,Non-functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
chione,KU070427,Clinic,-12.6993823,33.4917704,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gogode,KU070428,Dispensary,-12.88773,33.56134,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gola,CK270429,Health Centre,-15.883962,34.299339,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Golomoti,DE030430,Health Centre,-14.41303,34.60092,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gombe,TH310431,Health Centre,-16.37,35.23,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kasangamale,KA150432,Health Post,-10.402957,34.134781,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Good Health,LL040433,Dispensary,-13.94332,33.82,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Good Hope,LL040434,Dispensary,-13.92069634,33.74781132,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gotha Dispensary,TH310435,Dispensary,-16.09239,35.19011,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gotha Estate Clinic,TH310436,Clinic,-15.77213,35.76965,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gowa,NT120437,Health Centre,-14.69906,34.59001,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gowoka,MZ160438,Health Post,-11.518401,33.626397,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Grecious,CK270439,Clinic,-16.26,34.87,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gumba,MC010441,Dispensary,-13.42125,33.11137,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gwaza,LL040442,Clinic,-14.00656,33.76453,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
H Parker,ZA230443,Health Centre,-15.29912,35.36092,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
H.M.C Private Clinic,MG200444,Clinic,-14.22,35.03,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntambanyama,TH310445,Health Centre,-16.12668,35.08457,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bundi,KA150446,Dispensary,-10.48876,34.16939,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hasco Clinic,BT240447,Clinic,-15.77738,35.00621,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Healing Hearts,BT240448,Clinic,-15.709567,35.071315,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Henred,BT240449,Clinic,-15.78901,35.03458,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hiwa Clinic,TH310450,Clinic,-15.92686,35.08661,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dr Hiwa,LL040451,Clinic,-13.97345,33.77328,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hoho,MZ160452,Health Centre,-12.27815,33.6864,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Banja loyera,PH220453,Hospital,-15.8247969,35.6190439,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hope,CK270455,Dispensary,-16.106218,34.832659,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Area 36 private clinic,LL040457,Dispensary,-14.01825,33.77906,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hunger,ZA230458,Clinic,-15.500005,35.470979,South West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hunger Clinic,CK270459,Health Centre,-16.27045,34.86368,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Iba dispensery,MG200460,Clinic,-14.2427791,35.3944457,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ifumbo,CP060461,Health Centre,-9.60436,33.40495,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ighughu,CP060462,Health Post,-9.673396,33.496793,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Internals,KU070464,Clinic,-12.92744,33.79616,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Iponga,KA150465,Health Centre,-9.6462311,33.8126995,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ITES,MC010466,Clinic,-13.7951,32.89124,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Itulo,CP060467,Clinic,-9.6780572,33.595689,North Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Iyela,CP060468,Clinic,-9.686101,33.294537,North Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jalasi,MG200469,Clinic,-14.3628546,35.4426129,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jalawe,RU140470,Health Centre,-10.73052,34.16172,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jenda,MZ160471,Health Centre,-12.35206,33.54755,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jeofia Private Clinic,TH310472,Clinic,-16.00758,35.30825,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Medicare,BT240473,Clinic,-15.78671,35.00799,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jti Leaf Clinic,LL040474,Dispensary,-13.8898,33.80487,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Joy Private Clinic,CP060476,Clinic,-9.7046383,33.2749897,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jumpha,MC010477,Clinic,-13.92459,33.22757,Centrals West Zone,Non-functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kabota,LL040478,Clinic,-13.87567,33.75477,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kabudula,LL040479,Hospital,-13.81972,33.44838,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kabuwa,MZ160480,Health Centre,-12.51726,34.07395,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kabwafu,MZ160481,Health Centre,-11.30869,33.52556,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kachepa,LL040482,Clinic,-14.00913,33.81687,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
kachere,LL040483,Clinic,-14.00511,33.81734,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kachere,KB050484,Health Centre,-11.606664,34.2536593,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kachere Rehabilitation,BT240485,Hospital,-15.80339,35.01819,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kachindamoto,DE030487,Health Post,-14.2143955,34.5529965,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kadango,MG200488,Clinic,-14.060711,35.186208,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kadango Private Clinic.,TH310489,Clinic,-16.00683,35.31009,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kadidi,BT240490,Health Centre,-15.66083,35.02212,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kafere,DE030491,Health Centre,-14.43168,33.71746,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kafodya,LL040492,Clinic,-14.0154,33.78389,Centrals West Zone,Non-functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kafukule,MZ160493,Health Centre,-11.4575,33.63395,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kaigwazanga,MC010494,Health Centre,-13.62678,32.92836,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kakoma,CK270495,Health Centre,-16.09819,34.62398,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalemba,NS300496,Health Centre,-16.57572,35.11207,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalembo,BK170497,Health Centre,-14.84268,35.17081,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalikene,KU070498,Clinic,-13.0389,33.48138,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalikumbi,MZ160499,Health Centre,-12.2038,33.33352,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalimanjira,NT120500,Health Centre,-14.866774,34.90896,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalinde,PH220502,Health Centre,-15.67212,35.728338,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Near Kalira school,CP060503,Health Post,-9.575143,33.312223,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Luchenza Private clinic,TH310504,Clinic,-16.00796,35.30939,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kaloga,NT120505,Clinic,-14.90706,34.58044,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalong - Limbe,BT240506,Hospital,-15.80902,35.05916,South East Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kalulu,DE030507,Health Centre,-13.99695,34.19753,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kaluluma,KU070509,Hospital,-12.57759,33.51859,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tachira,LL040510,Clinic,-14.01916,33.72849,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamanda,MZ160511,Health Post,-11.149343,34.032283,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hossana clinic,NK100512,Clinic,-12.92861,34.28305,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamatenda pvt clinic,LL040513,Clinic,-14.00752,33.82203,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kambanizithe,LL040514,Health Post,-14.354443,33.710991,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kambenje,MU210515,Health Centre,-15.85308,35.56394,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kambilonjo,NT120516,Clinic,-14.935073,34.589779,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kambiya,LL040517,Clinic,-13.82433,33.44662,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamboni,KU070518,Health Centre,-13.30759,33.18189,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kameme,CP060519,Health Centre,-9.54425,33.13134,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kims,LL040520,Clinic,-13.99003,33.77382,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kampanje,NT120521,Health Centre,-14.59947,34.58684,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamphata,NS300522,Health Post,-17.0468,35.21658,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamphoni,LL040523,Health Post,-14.31496,33.634283,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kampini,LL040524,Health Post,-14.29642,33.783076,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamsonga,NT080525,Health Centre,-13.2745621,33.7993437,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamteteka,MZ160526,Health Centre,-11.83649,33.35892,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamuzu Academy clinic,KU070527,Clinic,-13.02938,33.68843,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamuzu Barracks,LL040528,Hospital,-13.98131,33.82105,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Central,LL040529,Central Hospital,-13.97639,33.78512,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamwe,MZ160530,Health Centre,-11.10265,33.78911,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamwendo,MU210531,Health Post,-15.674962,35.476907,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mdeza,DE030532,Dispensary,-13.487476,33.92326,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kande,KB050533,Health Centre,-11.93641,34.10944,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kandeu,NT120534,Health Centre,-14.60262,34.61621,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kanengo Tobacco and Processors Clinic,LL040535,Clinic,-13.902,33.80639,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kang'oma,LL040536,Health Centre,-13.97817,33.88219,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Songeya,NT080537,Health Centre,-13.37046,34.07048,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kanjedza Medical Clinic,BT240539,Clinic,-15.81,35.05,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kanjeza Police dispensary,BT240540,Dispensary,-15.815721,35.048525,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
