facility_name,facility_code,facility_type,latitude,longitude,admin1,status,country,ownership,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Tilinanu,BT241432,Clinic,-15.77382,35.03262,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tilola,KA151433,Health Post,-10.329445,34.175349,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Timunyazye,KA151434,Clinic,-10.21191,34.08743,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Titani,KU071435,Clinic,-12.98491,33.69437,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tiyende Private Clinic,MW281436,Clinic,-15.59467,34.51102,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maganga,DE031437,Clinic,-14.29613,34.16295,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
TIWOOS,DA021439,Clinic,-13.70579,33.60186,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Trinity,NS301440,Hospital,-16.41919,35.17154,South East Zone,Non-functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tirzah,BT241441,Clinic,-15.81,35.06,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Trumate,BT241442,Clinic,-15.791433,35.084593,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Truzag Clinic,BT241443,Clinic,-15.81196,35.05753,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsangano,NT121444,Health Centre,-15.174010000000001,34.61117,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsoyo,DE031445,Clinic,-14.08098,34.16138,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tukombo,KB051446,Dispensary,-11.6080859,34.3012409,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tulonkhondo Health Centre,MW281448,Health Centre,-15.7496,34.52277,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Twisile,RU141449,Clinic,-10.9776,33.74598,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ukasi,NK101450,Clinic,-12.52926,34.16337,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ukwe,LL041451,Health Centre,-13.82586,33.60129,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ulemu,BT241452,Clinic,-15.77529,35.00207,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Uliwa,KA151453,Health Post,-10.454047,34.207592,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ulongwe health centre,BK171454,Health Centre,-14.86247,35.17734,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Umodzi,MG201455,Clinic,-14.47692,35.2643,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Umoyo Private clinic,KU071457,Clinic,-13.039873,33.481274,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Umoyo,MC191458,Clinic,-14.99987,35.49031,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Umunthu Foundation private Clinic,BT241460,Clinic,-15.84,35.1,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Umuoneke,CK271461,Clinic,-16.062656,34.819652,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ungweru,MZ161462,Clinic,-11.8951925,33.5919896,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ungweru,BT241463,Clinic,-15.75,35,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Usisya health centre,KB051466,Health Centre,-11.2394,34.20941,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Utale 1,BK171467,Health Centre,-15.17774,35.06424,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Utale 2,BK171468,Health Centre,-15.16981,35.07239,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mphatso zathu,KU071469,Clinic,-13.0675,33.48297,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Vibangalala,MZ161470,Dispensary,-12.23433,33.48619,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Vilaule,KA151471,Health Post,-9.944731,33.773907,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Viyuyi Mathews M. Yankho Priv,BT241474,Clinic,-15.74251,35.0776,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Vitumbiko,MZ161476,Clinic,-11.46986,34.06929,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Vizara,KB051477,Dispensary,-11.66656,34.26115,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
WAFC,MZ161478,Clinic,-12.35458,33.55284,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Waliranji 2,MC011480,Clinic,-13.97113,33.272523,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Waruma,PH221481,Health Post,-15.77083,35.550567,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
We care,ZA231483,Clinic,-15.37806,35.36123,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wehmat,BT241484,Clinic,-15.8,35.01,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wenya,CP061485,Health Centre,-10.11286,33.56344,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Westclif,LL041486,Clinic,-14.00768,33.81013,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wezi,MZ161487,Hospital,-11.4659514,34.0133805,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
White Dove,BT241488,Clinic,-15.767186,34.999598,South East Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wililo,KA151489,Health Centre,-9.89312,33.61404,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wimbe,KU071490,Health Centre,-12.99126,33.68694,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wongani,RU141491,Clinic,-11.02379,33.85419,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
World Medical Fund,NK101492,Clinic,-12.91536,34.28338,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Escom,KA151493,Clinic,-10.44389,34.08461,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Yamikani,NK101494,Clinic,-12.927064,34.290048,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
"Yankho,Tunza",KU071496,Clinic,-13.04044,33.48111,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zalewa DAPP Clinic,NE291498,Clinic,-15.44995,34.8504,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zalewa PIH,NE291499,Clinic,-15.45,34.85,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zasintha,MC191500,Clinic,-14.74521,35.56532,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zawanja,MZ161501,Clinic,-12.35,33.55,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zilindo,ZA231502,Health Centre,-15.3805,35.3013,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zingwangwa private clinic,BT241505,Clinic,-15.817047,35.014587,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zoa Health Centre,TH311506,Health Centre,-16.23764,35.19992,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zolozolo,MZ161507,Health Centre,-11.4352564,34.0241716,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Banja la mtsogolo,ZA231508,Clinic,-15.38919,35.31989,South West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
General,ZA231509,Central Hospital,-15.3994,35.31378,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zomba Prison Hospital,ZA231510,Dispensary,-15.39611,35.31248,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
city clinic,ZA231511,Dispensary,-15.383472,35.321326,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mental,ZA231513,Hospital,-15.39874,35.30477,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zunga,RU141514,Health Centre,-10.84628,34.21231,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chasolo,NT081516,Health Centre,-13.2512161,34.3015278,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chinkhande,NT081517,Health Centre,-13.2512161,34.3015278,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namasoko Dispensary,PH221518,Dispensary,-15.739998,35.604002,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntonda Health Centre,BT241520,Health Centre,-13.2512161,34.3015278,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kachere,BT241521,Health Centre,-13.2512161,34.3015278,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khungulu,BT241522,Health Centre,-13.2512161,34.3015278,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
New Makhanga,NS301523,Health Centre,-13.2512161,34.3015278,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Balaka OPD Health Centre,BK171524,Health Centre,-14.990816,34.960833,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bangwe Madina Health Centre,BT241525,Health Centre,-15.82429634,35.08775711,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bua Dispensary,KU071526,Dispensary,-13.29372,33.5385,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bvumbwe Research Health Centre,TH311527,Health Centre,-15.8905,35.06825,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chisasu Health Post,CP061528,Health Post,-9.728244458,33.44372241,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dambe Health Centre,NE291529,Health Centre,-15.56075495,34.50506393,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Blantyre,BT241530,Clinic,-15.862694,34.970778,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
MACRO Chirimba,BT241531,Clinic,-15.74368425,35.01398563,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Diamphwi Health Centre,LL041532,Health Centre,-14.13436,34.08153,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dwangwa Matiki Clinic,NK101534,Clinic,-12.499,34.154,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Enukweni Mission Health Centre,MZ161535,Health Centre,-11.18005,33.88592,North Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kaongozi Health Centre,NK101536,Health Centre,-12.9290803,34.2780554,Central East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapire Health Centre,MG201537,Health Centre,-14.7858441,34.9994002,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kayerekera Health Centre,KA151538,Health Centre,-9.94921887,33.9233951,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Police College Mua,DE031539,Health Centre,-14.22589,34.51142,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ruo Dispensary,MU211540,Dispensary,-16.08964,35.66507,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Senga Bay Baptist Health Centre,SA091541,Health Centre,-13.74117,34.59536,Central East Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Thekerani Health Centre,TH311544,Health Centre,-16.32106,35.20716,South East Zone,Non-functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Umoyo Private Clinic,LL041548,Clinic,-14.99987,35.49031,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phalombe District Hospital,PH221549,District Hospital,-15.7170604,35.7038228,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
MASM Area 12,LL041551,Private,-13.95170261,33.78546407,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chisomo,BT241552,Clinic,-15.652717,35.019541,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
MDF Secondary School Clinic,BT241553,Clinic,-15.70130052,35.00832081,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makata Dispensary Ndirande,BT241554,Dispensary,-15.63006,35.07975,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Manolo Health Centre,MZ161563,Health Centre,-11.89804079,33.58455561,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
McGuire Wellness Center (Child Legacy),LL041564,Clinic,-14.06792776,33.4719913,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mehboob Clinic,MG201565,Clinic,-14.36357094,35.16665224,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namalweso,MG201571,Health Centre,-13.95226,35.137631,South West Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njereza,MG201573,Health Centre,-14.3392413,35.0317026,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Cape Mclear Dispensary,MG201574,Health Centre,-14.0259407,34.8521397,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Msaka Dispendary,MG201575,Dispensary,-14.0792622,34.8522917,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St. Cynthia Health Centre,CP061576,Health Centre,-9.660097314,33.32054152,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chiwanga Health Post,MC011577,Health Post,-14.22809624,33.40584972,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chinongo,CP061578,Health Post,-9.713222615,33.4161471,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Damsca,CP061579,Health Post,-9.773001,33.522856,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
