facility_code,facility_name,zone,admin1,admin2,council,ward,village,facility_type,ownership_detail,status,latitude,longitude,year,strata,catchment_population,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
107340-2,SDA TARIME,Lake Zone,Mara,Tarime,Tarime TC,Sabasaba,Serengeti,Dispensary,Faith Based Organization (FBO),Operating,-1.3435,34.3807,1997,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-09-06,1997,TZA-011999,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123550-6,FEDA TRUST MEDICAL,Lake Zone,Mara,Tarime,Tarime TC,Nyamisangura,Mwangaza,Health Laboratory,For Profit,Operating,-1.34121,34.37715,2023,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-10-01,2023,TZA-012000,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122823-8,NYAGISESE,Lake Zone,Mara,Tarime,Tarime TC,Nkende,Taramroni,Dispensary,LGA,Operating,-1.31989,34.35195,2023,High,90879,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-01,2023,TZA-012001,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100365-6,BIKIRA MARIA WA MIUJIZA,Lake Zone,Mara,Tarime,Tarime TC,Nyandoto,Kemange,Dispensary,Faith Based Organization (FBO),Operating,-1.356191,34.344441,2010,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2010-07-19,2010,TZA-012002,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112558-2,REBU,Lake Zone,Mara,Tarime,Tarime TC,Turwa,Rebu Shuleni,Health Laboratory,For Profit,Operating,-1.34754,34.38607,2018,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-08-02,2018,TZA-012003,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109895-3,TARIME,Lake Zone,Mara,Tarime,Tarime TC,Bomani,null,Hospital,LGA,Operating,-1.34656,34.36909,1970,High,90879,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-012004,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122653-9,TATA KIBACHO,Lake Zone,Mara,Tarime,Tarime TC,Turwa,Rebu Centre,Health Laboratory,For Profit,Operating,-1.35414,34.39074,2023,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-05-22,2023,TZA-012005,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122962-4,MAX  MEDICAL,Lake Zone,Mara,Tarime,Tarime TC,Kenyamanyori,Kebaga,Dispensary,Company/Business Name,Operating,-1.38186,34.38727,2023,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-08-04,2023,TZA-012006,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122821-2,MOGABIRI,Lake Zone,Mara,Tarime,Tarime TC,Kentare,Mogabiri,Dispensary,LGA,Operating,-1.37823,34.43271,2023,High,90879,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-01,2023,TZA-012007,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122825-3,CHOMETE,Lake Zone,Mara,Tarime,Tarime TC,Sabasaba,Chomete,Dispensary,LGA,Operating,-1.33498,34.38995,2023,High,90879,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-01,2023,TZA-012008,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112541-8,BENNY,Lake Zone,Mara,Tarime,Tarime TC,Sabasaba,Sabasaba,Health Laboratory,For Profit,Operating,-1.34158,34.37913,2004,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-07-01,2004,TZA-012009,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112573-1,NYAMBUNA,Lake Zone,Mara,Tarime,Tarime TC,Bomani,Mawasiliano,Health Laboratory,For Profit,Operating,-1.34348,34.37938,2017,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-09-07,2017,TZA-012010,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107774-2,TARIME GOODWILL FOUNDATION,Lake Zone,Mara,Tarime,Tarime TC,Turwa,Rebu Shuleni,Health Center,NGOs,Operating,-1.34747,34.38347,2002,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2002-05-06,2002,TZA-012011,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114361-9,NGOWI,Lake Zone,Mara,Tarime,Tarime TC,Sabasaba,Sabasaba,Health Laboratory,For Profit,Operating,-1.34253,34.37824,2019,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-01,2019,TZA-012013,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112540-0,MWASI,Lake Zone,Mara,Tarime,Tarime TC,Bomani,National Housing,Health Laboratory,For Profit,Operating,-1.34229,34.37634,2006,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2006-07-01,2006,TZA-012014,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112550-9,NDEGE,Lake Zone,Mara,Tarime,Tarime TC,Nyamisangura,Mwangaza,Health Laboratory,For Profit,Operating,-1.34041,34.37746,2014,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-05-19,2014,TZA-012015,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112567-3,MJ,Lake Zone,Mara,Tarime,Tarime TC,Bomani,National Housing,Health Laboratory,For Profit,Operating,-1.34317,34.37727,2017,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-02-16,2017,TZA-012016,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112825-5,K.K.K.T,Lake Zone,Mara,Tarime,Tarime TC,Sabasaba,Sabasaba,Dispensary,Faith Based Organization (FBO),Operating,-1.34467,34.3836,2019,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-01-31,2019,TZA-012017,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122122-5,JETA,Lake Zone,Mara,Tarime,Tarime TC,Turwa,Rebu Shuleni,Health Laboratory,For Profit,Operating,-5.5640635,38.910007,2020,High,90879,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-06-25,2020,TZA-012018,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113533-4,COAST,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Toangoma,"Mzinga ""A""",Health Laboratory,For Profit,Operating,-6.94197,39.27964,2018,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-05-03,2018,TZA-012019,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120406-4,GP,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Temeke,Matumbi,Clinic,Company/Business Name,Operating,-6.85728,39.2559,2022,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-06-03,2022,TZA-012020,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100928-1,CONSOLATA SISTERS,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kijichi,Misheni,Dispensary,Faith Based Organization (FBO),Operating,-6.884454,39.272773,1997,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-05-09,1997,TZA-012021,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122985-5,MIHO,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Machinjioni,Health Laboratory,Company/Business Name,Operating,-6.93111,39.26011,2023,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-08-10,2023,TZA-012022,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100634-5,BUZA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Buza,Buza,Health Center,LGA,Operating,-6.89178,39.23131,1995,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1995-02-07,1995,TZA-012023,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111621-9,NUR FA EYE CENTRE,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mtoni,Bustani,Clinic,For Profit,Operating,-6.86627,39.26959,1970,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-012024,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102954-5,Kingugi,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kiburugwa,Kingungi,Dispensary,LGA,Operating,-6.90326,39.25131,2005,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2005-07-03,2005,TZA-012025,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113528-4,TRINITY,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Buza,Mashine ya maji,Health Laboratory,For Profit,Operating,-6.88624,39.25735,2017,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-09-07,2017,TZA-012027,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113534-2,DAT,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Magengeni,Health Laboratory,For Profit,Operating,-6.97878,39.21376,2017,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-06-22,2017,TZA-012028,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121979-9,ECCAL,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Magengeni,Health Laboratory,For Profit,Operating,-6.98988,39.45443,2022,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-12,2022,TZA-012029,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107030-9,MKIZA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kibondemaji B,Dispensary,For Profit,Operating,-6.91456,39.27097,2025,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-04-08,2025,TZA-012030,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110694-7,CHEGEKA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Majimatitu A,Dispensary,For Profit,Operating,-6.936747,39.245039,2016,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-02-15,2016,TZA-012031,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114165-4,MIBURANI,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Miburani,Uwanja wa Taifa,Dispensary,LGA,Operating,-6.85206,39.26988,2023,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-04-17,2023,TZA-012033,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104830-5,MUZDALIFAH AMANI,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Makangarawe,Dovya,Dispensary,Faith Based Organization (FBO),Operating,-6.87921,39.24726,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-12-06,2024,TZA-012034,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123511-8,ONE HIGH WAY,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Msufini,Health Laboratory,For Profit,Operating,-6.95128,39.22474,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-03-05,2024,TZA-012035,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110690-5,KKKT MTONI,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mtoni,Mtoni,Dispensary,Faith Based Organization (FBO),Operating,-6.874949,39.275267,2012,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-08-25,2012,TZA-012036,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124386-4,DOUBLEG GROUP,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Buza,Mji mpya,Dispensary,For Profit,Operating,-6.53584,38.14206,2025,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-03-20,2025,TZA-012037,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112438-7,RATH-FISHA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Buza,Buza,Dispensary,Company/Business Name,Operating,-6.89096,39.24073,2025,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-03-20,2025,TZA-012038,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114557-2,KIDS FIRST PEDIATRIC,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Yombo vituka,Clinic,For Profit,Operating,-6.87033,39.22504,2019,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-17,2019,TZA-012039,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114181-1,STELLA HEALTH,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Toangoma,Mikwambe,Clinic,Company/Business Name,Operating,-6.91614,39.31971,2020,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-01-13,2020,TZA-012040,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114191-0,LIFE TIME EYE CARE,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Yombo vituka,Clinic,For Profit,Operating,-6.88079,39.22818,2012,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-06-26,2012,TZA-012041,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112482-5,MICO BEST,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Magengeni,Dispensary,Faith Based Organization (FBO),Operating,-6.97523,39.21348,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-11-29,2024,TZA-012042,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110629-3,ALEXIA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Toangoma,Toangoma,Hospital,Company/Business Name,Operating,-6.94335,39.30899,2021,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-04-20,2021,TZA-012044,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107933-4,TUMAINI MISSION,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Toangoma,Kongowe,Health Center,Faith Based Organization (FBO),Operating,-6.95262,39.28305,2002,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2002-12-06,2002,TZA-012045,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120746-3,SABAOTHHOST,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Toangoma,Mikwambe,Clinic,Company/Business Name,Operating,-6.93081,39.3363,2021,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-11-26,2021,TZA-012046,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113751-2,ZAIFA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Azimio,Azimio kaskazini,Dispensary,For Profit,Operating,-6.87127,39.26371,2019,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-19,2019,TZA-012047,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107806-2,Temeke,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Temeke,Temeke,Hospital,MoH,Operating,-6.8574,39.2618,1970,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-012048,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102758-0,Kijichi,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kijichi,Mtoni kijichi,Health Center,LGA,Operating,-6.89423,39.29699,2018,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-10-09,2018,TZA-012049,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120488-2,CNC,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Buza,Buza,Clinic,Company/Business Name,Operating,-6.89061,39.22021,2021,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-07-30,2021,TZA-012050,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110815-8,Mbagala Kuu,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Mbagala kuu,Dispensary,LGA,Operating,-6.902912,39.287904,2012,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-01-07,2012,TZA-012051,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114167-0,TANDIKA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Maguruwe,Dispensary,LGA,Operating,-6.86539,39.25098,2023,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-03-01,2023,TZA-012052,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110618-6,ARAFA ZAKHEM,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kibondemaji B,Clinic,Faith Based Organization (FBO),Operating,-6.91362,39.27055,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-10-02,2024,TZA-012053,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110556-8,TMJ,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chang'ombe,Toroli,Clinic,Investor(For Foreigners),Operating,-6.83834,39.26898,2018,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-02-02,2018,TZA-012054,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120273-8,KHOJA SHIA ITHNAASHERI CHARITABLE EYE CENTRE,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Temeke,Temeke,Clinic,Faith Based Organization (FBO),Operating,-6.863617,39.260143,2021,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-03-17,2021,TZA-012055,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120263-9,NEW RBB,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Magengeni,Clinic,For Profit,Operating,-6.947203,39.229433,2021,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-03-10,2021,TZA-012056,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113516-9,IGALA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Yombo vituka,Health Laboratory,For Profit,Operating,-6.87159,39.23482,2011,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2011-08-05,2011,TZA-012057,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122057-3,AJIM,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Buza,Mashine ya maji,Health Laboratory,For Profit,Operating,-6.89288,39.23547,2020,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-06-04,2020,TZA-012059,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107974-8,TAYMA VETENARY,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Sandali,Mkwinda,Dispensary,Faith Based Organization (FBO),Operating,-6.853649,39.252703,2008,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2008-01-08,2008,TZA-012061,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112683-8,AGM,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Miburani,Wailes,Clinic,For Profit,Operating,-6.86391,39.26955,2018,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-10-10,2018,TZA-012062,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110279-7,SAMARIA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Charambe,Nzasa B,Dispensary,Faith Based Organization (FBO),Operating,-6.92856,39.25727,2008,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2008-07-31,2008,TZA-012063,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110693-9,SASHA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Makangarawe,Dovya,Dispensary,For Profit,Operating,-6.878112,39.249675,2019,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-02-08,2019,TZA-012064,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112260-5,BAKWATA KICHEMCHEM,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kichemchem,Dispensary,Faith Based Organization (FBO),Operating,-6.91374,39.28494,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-07-22,2024,TZA-012065,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110603-8,MTONI KIJICHI,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kijichi,Butiama,Dispensary,For Profit,Operating,-6.88782,39.28121,2016,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-12-05,2016,TZA-012066,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121244-8,KURASINI,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kurasini,Kurasini,Clinic,For Profit,Operating,-6.84912394,39.28239715,2022,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-05-20,2022,TZA-012067,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112101-1,CPC CHARITABLE MEDICAL SERVICES,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Keko,Keko Magurumbasi A,Dispensary,Faith Based Organization (FBO),Operating,-6.836,39.27344,2018,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-06-20,2018,TZA-012068,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100158-5,EPIPHANY,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Mbagala kuu,Hospital,Company/Business Name,Operating,-6.89674,39.28308,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-09-11,2024,TZA-012069,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101294-7,HAFFORD,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chang'ombe,Chang'ombe B,Hospital,For Profit,Operating,-6.84456,39.26735,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-07-16,2024,TZA-012071,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114018-5,ARAFA DAIMA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Mianzini,Dispensary,Faith Based Organization (FBO),Operating,-6.93785,39.26202,2025,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-04-14,2025,TZA-012072,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112662-2,HUDUMA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Keko,Keko Magurumbasi A,Dispensary,For Profit,Operating,-6.84228,39.27534,1970,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-012075,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114560-6,KURASINI WELLNESS,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kurasini,Kurasini,Clinic,Investor(For Foreigners),Operating,-6.84249,39.28816,1970,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-012076,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114558-0,PROSATRA YOMBO,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Machimbo,Dispensary,Company/Business Name,Operating,-6.88319,39.23282,2020,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-05-13,2020,TZA-012077,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102808-3,KILAKALA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kilakala,Kigunga,Health Center,LGA,Operating,-6.87307,39.24529,2004,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-02-07,2004,TZA-012078,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114020-1,HOSSANA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Kimbangulile,Dispensary,Faith Based Organization (FBO),Operating,-6.93022,39.27243,2019,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-10,2019,TZA-012079,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110691-3,DUCE,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Miburani,Uwanja wa Taifa,Dispensary,Parastatal,Operating,-6.85091,39.271689,2018,Low,1299458,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-02-07,2018,TZA-012080,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123480-6,MCHOMBE MED-CENTRUM,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Sigara,Dispensary,For Profit,Operating,-6.89082,36.22101,2017,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-12-23,2017,TZA-012081,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111528-6,MARA,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kijichi,Mgeninani,Health Center,Company/Business Name,Operating,-6.89161,39.29571,2025,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-04-09,2025,TZA-012082,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114490-6,RAD TECH,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Tandika,Clinic,Company/Business Name,Operating,-6.86474,39.26196,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-03-13,2024,TZA-012083,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120418-9,CHIPANDE 2020,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Azimio,Mji mpya,Clinic,Company/Business Name,Operating,-6.86515,36.26349,2024,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-11-28,2024,TZA-012086,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113537-5,GALAMBO,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Makangarawe,Msakala,Health Laboratory,For Profit,Operating,-6.88243,39.25139,2019,Low,1299458,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-04-24,2019,TZA-012087,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
