facility_code,facility_name,zone,admin1,admin2,council,ward,village,facility_type,ownership_detail,status,latitude,longitude,year,strata,catchment_population,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
100167-6,PEKING HEALTH CARE,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kinyerezi,Bonyokwa,Dispensary,Company/Business Name,Operating,-6.83053,39.16801,2021,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-12-01,2021,TZA-002648,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124435-9,AFYA JAMII,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Tabata,Tabata kisiwani,Health Laboratory,Company/Business Name,Operating,-6.81827,39.21953,2025,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-03-14,2025,TZA-002649,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112718-2,GOGADI,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kinyerezi,Kinyerezi,Dispensary,For Profit,Operating,-6.862172,39.141945,1970,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-002651,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124136-3,CHEYAN,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kinyerezi,Kinyerezi,Dispensary,Company/Business Name,Operating,-6.86206,39.14203,2024,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-11-13,2024,TZA-002652,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107878-1,TRAFFIC POLICE,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Mchafukoge,Mchafukoge,Dispensary,Police,Operating,-6.82427,39.26481,1985,Low,1896813,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1985-06-03,1985,TZA-002654,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102953-7,KINGS,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kariakoo,Kariakoo kaskazini,Health Center,Company/Business Name,Operating,-6.81943,39.27808,2014,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-01-01,2014,TZA-002657,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107698-3,Tabata General,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Segerea,Hospital,For Profit,Operating,-6.84503,39.19533,2009,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2009-07-01,2009,TZA-002658,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112626-7,ALIRA,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Upanga Mashariki,Kibasila,Clinic,Company/Business Name,Operating,-6.8092,39.28655,2018,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-01-01,2018,TZA-002659,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111441-2,ARAFA BUGURUNI GHANA,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Buguruni,Kisiwani,Dispensary,For Profit,Operating,-6.83224,39.24198,2016,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-01-07,2016,TZA-002661,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122920-2,ABI,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kivule,Kivule,Dispensary,For Profit,Operating,-6.91789,39.17616,2023,Low,1896813,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-08-01,2023,TZA-002663,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
