"facility_code","service_category","service_group","service_detail"
"171223-1","infrastructure","Infrastructure","water tanks (qty: 1)"
"171223-1","staff","Staff","Midwifery (qty: 4)"
"171223-1","infrastructure","Infrastructure","Ambulances (qty: 1)"
"171223-1","staff","Staff","SNO (qty: 1)"
"171223-1","staff","Staff","PRN (qty: 7)"
"171223-1","staff","Staff","Health Auxiliary (qty: 1)"
"599426-4","clinical_services","Clinical Services","Ante Natal Care"
"599426-4","clinical_services","Clinical Services","Child Welfare Clinic"
"599426-4","clinical_services","Clinical Services","Dental"
"599426-4","clinical_services","Clinical Services","Domiciliary"
"599426-4","clinical_services","Clinical Services","Dressings And Injection"
"599426-4","clinical_services","Clinical Services","HIV Testing and Counselling"
"599426-4","clinical_services","Clinical Services","Inpatient Care Services"
"599426-4","clinical_services","Clinical Services","Laboratory"
"599426-4","clinical_services","Clinical Services","Pediatrics"
"599426-4","clinical_services","Clinical Services","Pharmacy"
"599426-4","clinical_services","Clinical Services","Post Natal Care"
"599426-4","clinical_services","Clinical Services","Primary Health Care"
"599426-4","clinical_services","Clinical Services","Sexual Reproductive Health"
"599426-4","clinical_services","Clinical Services","X-Ray"
"599426-4","infrastructure","Infrastructure","Electricity"
"599426-4","infrastructure","Infrastructure","Toilets"
"599426-4","infrastructure","Infrastructure","Running Water"
"599426-4","infrastructure","Infrastructure","Pharmacy"
"199216-3","clinical_services","Clinical Services","Ante Natal Care"
"199216-3","clinical_services","Clinical Services","Child Welfare Clinic"
"199216-3","clinical_services","Clinical Services","Dental"
"199216-3","clinical_services","Clinical Services","Domiciliary"
"199216-3","clinical_services","Clinical Services","Dressings And Injection"
"199216-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"199216-3","clinical_services","Clinical Services","Inpatient Care Services"
"199216-3","clinical_services","Clinical Services","Laboratory"
"199216-3","clinical_services","Clinical Services","Pediatrics"
"199216-3","clinical_services","Clinical Services","Pharmacy"
"199216-3","clinical_services","Clinical Services","Post Natal Care"
"199216-3","clinical_services","Clinical Services","Primary Health Care"
"199216-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"199216-3","clinical_services","Clinical Services","X-Ray"
"199216-3","infrastructure","Infrastructure","Electricity"
"199216-3","infrastructure","Infrastructure","Toilets"
"199216-3","infrastructure","Infrastructure","Running Water"
"199216-3","infrastructure","Infrastructure","Pharmacy"
"982082-0","clinical_services","Clinical Services","Ante Natal Care"
"982082-0","clinical_services","Clinical Services","Child Welfare Clinic"
"982082-0","clinical_services","Clinical Services","Dispensary"
"982082-0","clinical_services","Clinical Services","Domiciliary"
"982082-0","clinical_services","Clinical Services","Dressings And Injection"
"982082-0","clinical_services","Clinical Services","General Consultation"
"982082-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"982082-0","clinical_services","Clinical Services","Infectious Disease Control Centre"
"982082-0","clinical_services","Clinical Services","Pediatrics"
"982082-0","clinical_services","Clinical Services","Post Natal Care"
"982082-0","clinical_services","Clinical Services","Primary Health Care"
"982082-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"982082-0","infrastructure","Infrastructure","Electricity"
"982082-0","infrastructure","Infrastructure","Toilets"
"982082-0","infrastructure","Infrastructure","Running Water"
"982082-0","infrastructure","Infrastructure","Bed Capacity (qty: 2)"
"982082-0","staff","Staff","Midwifery (qty: 1)"
"982082-0","staff","Staff","CRN (qty: 1)"
"982082-0","staff","Staff","PRN (qty: 4)"
"982082-0","staff","Staff","Health Auxiliary (qty: 1)"
"982082-0","infrastructure","Infrastructure","Vehicles (qty: 1)"
"300716-8","clinical_services","Clinical Services","Ante Natal Care"
"300716-8","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"300716-8","clinical_services","Clinical Services","Blood Pressure Monitoring"
"300716-8","clinical_services","Clinical Services","Cervical Cancer Screening"
"300716-8","clinical_services","Clinical Services","Child Welfare Clinic"
"300716-8","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"300716-8","clinical_services","Clinical Services","Dispensary"
"300716-8","clinical_services","Clinical Services","Dressings And Injection"
"300716-8","clinical_services","Clinical Services","Expanded Program on Immunizations"
"300716-8","clinical_services","Clinical Services","General Consultation"
"300716-8","clinical_services","Clinical Services","HIV Testing and Counselling"
"300716-8","clinical_services","Clinical Services","Home Visits"
"300716-8","clinical_services","Clinical Services","Infectious Disease Control Centre"
"300716-8","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
